5.000000000000000000e-01 -6.882532201905691149e-01 7.247164449732019786e-01 2.304181128824224056e-03 2.857648739863996199e-04 -2.306729108321337041e-02 -2.306729108321865437e-02 3.463274075382697173e-03 3.463274075379390790e-03
5.500000000000000444e-01 6.511298056073242524e-01 -7.569741531661582368e-01 -3.158783796427859936e-03 1.022473127940396213e-03 3.875436862828099405e-02 3.875436862827998791e-02 -1.625137874569586912e-03 -1.625137874568896492e-03
6.000000000000000888e-01 5.877360330804556332e-01 -8.042067879927425889e-01 -2.071683487280004485e-03 3.399795834020871189e-03 6.244824294966418166e-02 6.244824294966646455e-02 -1.091097167988184201e-03 -1.091097167986915467e-03
6.500000000000001332e-01 -4.735200069165068637e-01 8.689307551064432422e-01 -3.124998400383922556e-03 -7.711980052923349954e-03 -1.015790288837648547e-01 -1.015790288837662425e-01 4.019167243409837130e-03 4.019167243409386969e-03
7.000000000000001776e-01 2.796064240698404868e-01 -9.304943778666517895e-01 1.617304877303502725e-02 1.454711166031581911e-02 1.659648331637823548e-01 1.659648331637784968e-01 -1.480916471299964336e-02 -1.480916471300145615e-02
7.500000000000002220e-01 -4.001901662339404919e-02 9.298699580014708754e-01 -3.882280650374705933e-02 -2.168470382587442055e-02 -2.539711154943562477e-01 -2.539711154943596338e-01 3.715001897105278672e-02 3.715001897105352918e-02
8.000000000000002665e-01 1.497980730904778790e-01 8.462350572258020565e-01 -6.783237982762149731e-02 -2.523284801783389278e-02 -3.510988791786441854e-01 -3.510988791786477381e-01 6.952694055994063094e-02 6.952694055993956235e-02
8.500000000000003109e-01 -2.592052642210074809e-01 -7.058889625343087726e-01 9.974623986650671403e-02 2.393182723583781035e-02 4.472868116495825608e-01 4.472868116495831714e-01 -1.092711652237302322e-01 -1.092711652237298159e-01
9.000000000000003553e-01 -3.028811057972271570e-01 -5.307646995904490295e-01 1.303490130481176346e-01 1.837782512020015233e-02 5.302736826692484584e-01 5.302736826692533434e-01 -1.530406852731059086e-01 -1.530406852731049649e-01
9.500000000000003997e-01 -3.007711081731622160e-01 -3.463665512587163486e-01 1.543273078258672326e-01 1.034104668184564202e-02 5.867845880046741458e-01 5.867845880046631546e-01 -1.962279185418811522e-01 -1.962279185418784877e-01
1.000000000000000444e+00 -2.736235247375934376e-01 -1.796395101611015233e-01 1.687184442555515751e-01 2.088841163575805380e-03 6.134199024866532346e-01 6.134199024866457961e-01 -2.364546287095818378e-01 -2.364546287095844745e-01
1.050000000000000488e+00 2.378414670617990390e-01 4.418002056427480090e-02 -1.738365724445576077e-01 4.858170685385288651e-03 -6.162342396430756652e-01 -6.162342396430847691e-01 2.754519289914161839e-01 2.754519289914098001e-01
1.100000000000000533e+00 -2.017704753144301255e-01 6.056990109230219604e-02 1.708511118905449711e-01 -1.003454601727984605e-02 6.019601492069461823e-01 6.019601492069456272e-01 -3.175036419937188881e-01 -3.175036419937204979e-01
1.150000000000000577e+00 -1.673478212532323317e-01 1.406864734441642673e-01 1.596252307206654231e-01 -1.351845373315244819e-02 5.727156387476621813e-01 5.727156387476597388e-01 -3.677857081952723428e-01 -3.677857081952737306e-01
1.200000000000000622e+00 1.328820868809359457e-01 -2.007316580177302967e-01 -1.378940401280312200e-01 1.538804931069947049e-02 -5.249529976847976398e-01 -5.249529976847960855e-01 4.310720905687953075e-01 4.310720905687820959e-01
1.250000000000000666e+00 -9.531407456702224723e-02 2.390076335709967470e-01 1.026104657010143556e-01 -1.534439480046196486e-02 4.521784243665571967e-01 4.521784243665584735e-01 -5.069987994245086504e-01 -5.069987994245288565e-01
1.300000000000000711e+00 5.507834913737628957e-02 -2.479750464931495535e-01 -5.780321915704576125e-02 1.291595013160369565e-02 -3.599970588558799589e-01 -3.599970588558824014e-01 5.799874796452747505e-01 5.799874796452545445e-01
1.350000000000000755e+00 2.019003533363492031e-02 -2.315800291706654745e-01 -1.936451466382597270e-02 8.946997808577319619e-03 -2.775830788306890562e-01 -2.775830788306946073e-01 6.290482048533381221e-01 6.290482048532757275e-01
1.400000000000000799e+00 4.382487592558805857e-03 2.076705306623226333e-01 -4.707477712472799350e-03 -5.161909596498268429e-03 2.211683419685197272e-01 2.211683419685191998e-01 -6.553526027497300621e-01 -6.553526027496808792e-01
1.450000000000000844e+00 2.080655704105269233e-02 1.861715819805584982e-01 -1.830995100456720218e-02 -2.173679903205437934e-03 1.845443174766462358e-01 1.845443174766461525e-01 -6.694975876846025464e-01 -6.694975876845994378e-01
1.500000000000000888e+00 3.213845784463308097e-02 1.687968804596463313e-01 -2.605848553142257190e-02 1.391503094809874079e-04 1.596630137167828756e-01 1.596630137167865948e-01 -6.777946269871435447e-01 -6.777946269870890328e-01
1.550000000000000933e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
1.600000000000000977e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
1.650000000000001021e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
1.700000000000001066e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
1.750000000000001110e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
1.800000000000001155e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
1.850000000000001199e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
1.900000000000001243e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
1.950000000000001288e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.000000000000001332e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.050000000000001599e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.100000000000001421e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.150000000000001243e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.200000000000001510e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.250000000000001776e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.300000000000001599e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.350000000000001421e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.400000000000001688e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.450000000000001954e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.500000000000001776e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.550000000000001599e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.600000000000001865e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.650000000000002132e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.700000000000001954e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.750000000000001776e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.800000000000002043e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.850000000000002309e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.900000000000002132e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
2.950000000000001954e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
3.000000000000002220e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
3.050000000000002487e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
3.100000000000002309e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
3.150000000000002132e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
3.200000000000002398e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
3.250000000000002665e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
3.300000000000002487e+00 -4.033780012021567080e-02 -1.549703515961060596e-01 3.063510331651313201e-02 -1.994446566427669938e-03 -1.417551247896946531e-01 -1.417551247896953193e-01 6.830905993449857272e-01 6.830905993450248070e-01
