2.350000000000001421e+00 -1.646223631215078642e+00 -1.314464847120886626e+00 -1.852519802407720073e+00 -1.645166903648074053e+00
2.400000000000001688e+00 -1.641455823663008573e+00 -1.300506064743489620e+00 -1.854640743867311592e+00 -1.639817129756990788e+00
2.450000000000001954e+00 -1.636886520655965960e+00 -1.287117259569988459e+00 -1.856453921123025541e+00 -1.634593869697632318e+00
2.500000000000001776e+00 -1.632511310064932442e+00 -1.274292706406021658e+00 -1.858001518424389431e+00 -1.629513928007866319e+00
2.550000000000001599e+00 -1.628325553742862475e+00 -1.262024078849952158e+00 -1.859320211406616519e+00 -1.624590263577013083e+00
2.600000000000001865e+00 -1.624324414864297017e+00 -1.250300904979040117e+00 -1.860441863970231813e+00 -1.619832546873064993e+00
2.650000000000002132e+00 -1.620502878324629803e+00 -1.239110954303570766e+00 -1.861394139793602465e+00 -1.615247641494109265e+00
2.700000000000001954e+00 -1.616855766975395792e+00 -1.228440563246054218e+00 -1.862201037743641763e+00 -1.610840018201446622e+00
2.750000000000001776e+00 -1.613377755753520715e+00 -1.218274907632531212e+00 -1.862883359800803218e+00 -1.606612109858627013e+00
2.800000000000002043e+00 -1.610063385291107485e+00 -1.208598231144281554e+00 -1.863459119493936056e+00 -1.602564615623615962e+00
2.850000000000002309e+00 -1.606907076224076691e+00 -1.199394038439629329e+00 -1.863943898202140348e+00 -1.598696762320741316e+00
2.900000000000002132e+00 -1.603903145077080206e+00 -1.190645260859752197e+00 -1.864351156006865518e+00 -1.595006530209438944e+00
2.950000000000001954e+00 -1.601045822268314378e+00 -1.182334401462212803e+00 -1.864692503079450780e+00 -1.591490849458759627e+00
3.000000000000002220e+00 -1.598329272453489436e+00 -1.174443664762358841e+00 -1.864977936885263921e+00 -1.588145772625909613e+00
3.050000000000002487e+00 -1.595747617130398588e+00 -1.166955075166493216e+00 -1.865216049800356934e+00 -1.584966627414122975e+00
3.100000000000002309e+00 -1.593294959174330838e+00 -1.159850586780914572e+00 -1.865414211094274410e+00 -1.581948153025721560e+00
3.150000000000002132e+00 -1.590965408781905177e+00 -1.153112186161059372e+00 -1.865578726648345009e+00 -1.579084622579694619e+00
3.200000000000002398e+00 -1.588753110175532557e+00 -1.146721988674908710e+00 -1.865714979264773143e+00 -1.576369953361594911e+00
3.250000000000002665e+00 -1.586652268361016027e+00 -1.140662328507987766e+00 -1.865827551981097621e+00 -1.573797806125998289e+00
3.300000000000002487e+00 -1.584657175231415360e+00 -1.134915841923162416e+00 -1.865920336435906046e+00 -1.571361674274177167e+00
3.350000000000002309e+00 -1.582762234360369114e+00 -1.129465543177878173e+00 -1.865996628029361837e+00 -1.569054963465336350e+00
3.400000000000002576e+00 -1.580961983914572544e+00 -1.124294892456361827e+00 -1.866059209377010975e+00 -1.566871062066451659e+00
3.450000000000002842e+00 -1.579251117226317058e+00 -1.119387855252531372e+00 -1.866110423359636838e+00 -1.564803402779211039e+00
3.500000000000002665e+00 -1.577624500689051024e+00 -1.114728952799755701e+00 -1.866152236913879880e+00 -1.562845515777045557e+00
