5.000000000000000000e-01 -4.828464271833912136e-01 -4.652662763979833471e-01 2.061173914812965968e+00 7.348923764019259508e-01
5.500000000000000444e-01 -8.083276518115711795e-01 -7.881654361748493542e-01 1.395710627256396386e+00 2.415794964656958754e-01
6.000000000000000888e-01 -1.052896705287781565e+00 -1.029862457141855536e+00 8.588949025170884433e-01 -1.469327877232542434e-01
6.500000000000001332e-01 -1.238060656139388982e+00 -1.211877691265526913e+00 4.242539735358392683e-01 -4.545909384022088773e-01
7.000000000000001776e-01 -1.379036908626333435e+00 -1.349439607840637656e+00 7.070869397485513019e-02 -6.995101708853974642e-01
7.500000000000002220e-01 -1.486717461693941811e+00 -1.453441949443414760e+00 -2.186780280241591434e-01 -8.955820534415246392e-01
8.000000000000002665e-01 -1.568978364369337353e+00 -1.531749052870591488e+00 -4.574191663069213654e-01 -1.053484843262251669e+00
8.500000000000003109e-01 -1.631587595349232256e+00 -1.590103609720663780e+00 -6.561376158502967293e-01 -1.181401016897628775e+00
9.000000000000003553e-01 -1.678837219150629778e+00 -1.632761794336336614e+00 -8.230568699076510342e-01 -1.285576540580871452e+00
9.500000000000003997e-01 -1.713978673519756857e+00 -1.662932908500823981e+00 -9.644713795330361883e-01 -1.370772883152111543e+00
1.000000000000000444e+00 -1.739519487259440833e+00 -1.683080442742381333e+00 -1.085176465574337890e+00 -1.440630382674448651e+00
1.050000000000000488e+00 -1.757425311879810437e+00 -1.695127739474113326e+00 -1.188835786734363076e+00 -1.497953443530381179e+00
1.100000000000000533e+00 -1.769258643369099548e+00 -1.700599505931812860e+00 -1.278276646337907607e+00 -1.544928113951982152e+00
1.150000000000000577e+00 -1.776275469101695759e+00 -1.700720566529305255e+00 -1.355715507329236846e+00 -1.583283732755526696e+00
1.200000000000000622e+00 -1.779493759817450727e+00 -1.696485988675286993e+00 -1.422923406259271939e+00 -1.614410427204757692e+00
1.250000000000000666e+00 -1.779742889772054415e+00 -1.688711823757054642e+00 -1.481343684356112966e+00 -1.639443215798186859e+00
1.300000000000000711e+00 -1.777699996711304298e+00 -1.678072540710264793e+00 -1.532174155993086817e+00 -1.659321774831637342e+00
1.350000000000000755e+00 -1.773917339389515124e+00 -1.665129187268364230e+00 -1.576424012325717605e+00 -1.674833014285571409e+00
1.400000000000000799e+00 -1.768843434433443829e+00 -1.650350975461900571e+00 -1.614953448212026910e+00 -1.686641792088946268e+00
1.450000000000000844e+00 -1.762839893840645100e+00 -1.634132102432253486e+00 -1.648501798450674904e+00 -1.695313553319200306e+00
1.500000000000000888e+00 -1.756195284320714700e+00 -1.616805034692168297e+00 -1.677708148195160343e+00 -1.701331477665491088e+00
1.550000000000000933e+00 -1.749136895691064453e+00 -1.598651104601064077e+00 -1.703127012881385127e+00 -1.705109842708374845e+00
1.600000000000000977e+00 -1.741840982196505960e+00 -1.579909022035905108e+00 -1.725240726022940541e+00 -1.707004708863058218e+00
1.650000000000001021e+00 -1.734441800174560289e+00 -1.560781743110148057e+00 -1.744469544016174822e+00 -1.707322637696730538e+00
1.700000000000001066e+00 -1.727039597109491398e+00 -1.541442029418208515e+00 -1.761180084465095996e+00 -1.706327907048941883e+00
1.750000000000001110e+00 -1.719707605485392143e+00 -1.522036956329672286e+00 -1.775692480306807042e+00 -1.704248534777653479e+00
1.800000000000001155e+00 -1.712498051675721777e+00 -1.502691575989965722e+00 -1.788286497461031521e+00 -1.701281332490145237e+00
1.850000000000001199e+00 -1.705447191079569658e+00 -1.483511902797015169e+00 -1.799206788474858820e+00 -1.697596157124346972e+00
1.900000000000001243e+00 -1.698579407590025347e+00 -1.464587361111612029e+00 -1.808667412809080055e+00 -1.693339495920274551e+00
1.950000000000001288e+00 -1.691910450570462299e+00 -1.445992812868292177e+00 -1.816855730319914208e+00 -1.688637499175170920e+00
2.000000000000001332e+00 -1.685449912552698715e+00 -1.427790263646053104e+00 -1.823935759088874287e+00 -1.683598559186696209e+00
2.050000000000001599e+00 -1.679203068703615909e+00 -1.410030327838170283e+00 -1.830051077162573758e+00 -1.678315519678059253e+00
2.100000000000001421e+00 -1.673172203169809524e+00 -1.392753516160131433e+00 -1.835327337610566545e+00 -1.672867586362662973e+00
2.150000000000001243e+00 -1.667357539893273177e+00 -1.375991392063845797e+00 -1.839874456657660140e+00 -1.667321995917307564e+00
2.200000000000001510e+00 -1.661757880334908011e+00 -1.359767628422488661e+00 -1.843788525366768516e+00 -1.661735487927384680e+00
2.250000000000001776e+00 -1.656371031814236616e+00 -1.344098982959214261e+00 -1.847153486652074683e+00 -1.656155612987414649e+00
2.300000000000001599e+00 -1.651194091157703880e+00 -1.328996200961151786e+00 -1.850042611599292286e+00 -1.650621900650929064e+00
