5.000000000000000000e-01 -1.055159794470624801e+00 -1.042996274540095802e+00 -4.570725125187302673e-02
5.500000000000000444e-01 -1.092629906745103519e+00 -1.079050736177453285e+00 -1.773176843646653289e-01
6.000000000000000888e-01 -1.116286006869540604e+00 -1.101128242267702451e+00 -2.868313128406306811e-01
6.500000000000001332e-01 -1.129904784322913525e+00 -1.112996545669167947e+00 -3.784481567221253950e-01
7.000000000000001776e-01 -1.136189454065922089e+00 -1.117349034990277712e+00 -4.554382514860787490e-01
7.500000000000002220e-01 -1.137117067345731147e+00 -1.116151448938603075e+00 -5.204278093327073806e-01
8.000000000000002665e-01 -1.134147666677095767e+00 -1.110850397476592200e+00 -5.755583320601068698e-01
8.500000000000003109e-01 -1.128361878458109979e+00 -1.102510553924593184e+00 -6.225794118840641822e-01
9.000000000000003553e-01 -1.120560281299988858e+00 -1.091914041020056958e+00 -6.629111757233459024e-01
9.500000000000003997e-01 -1.111339417736150192e+00 -1.079636928210374158e+00 -6.976952653184721465e-01
1.000000000000000444e+00 -1.101150330232618657e+00 -1.066108649317936141e+00 -7.278419329192350462e-01
1.050000000000000488e+00 -1.090342176512761885e+00 -1.051656755646835695e+00 -7.540744426724392824e-01
1.100000000000000533e+00 -1.079192944969074919e+00 -1.036538875029180851e+00 -7.769693473594468935e-01
1.150000000000000577e+00 -1.067929658912859292e+00 -1.020964143579892847e+00 -7.969909441181937115e-01
1.200000000000000622e+00 -1.056740746305257161e+00 -1.005106706568488661e+00 -8.145190216518179982e-01
1.250000000000000666e+00 -1.045783144549801369e+00 -9.891138140908914966e-01 -8.298700090051274181e-01
1.300000000000000711e+00 -1.035186266434255487e+00 -9.731106157775776255e-01 -8.433123694776413215e-01
1.350000000000000755e+00 -1.025054362468787561e+00 -9.572031750747291845e-01 -8.550774306311459405e-01
1.400000000000000799e+00 -1.015468249288244973e+00 -9.414806547077985144e-01 -8.653668662448232851e-01
1.450000000000000844e+00 -1.006486931829121634e+00 -9.260171757381500113e-01 -8.743578762567388862e-01
1.500000000000000888e+00 -9.981493534714100946e-01 -9.108735545943866807e-01 -8.822068648798662149e-01
1.550000000000000933e+00 -9.904763409366266202e-01 -8.960989583249414636e-01 -8.890521752158730973e-01
1.600000000000000977e+00 -9.834727290331735094e-01 -8.817324499460570397e-01 -8.950162407279216303e-01
1.650000000000001021e+00 -9.771296161660867341e-01 -8.678043840012155119e-01 -9.002073706256288332e-01
1.700000000000001066e+00 -9.714266884583405703e-01 -8.543376269512906740e-01 -9.047212920910633338e-01
1.750000000000001110e+00 -9.663345447803086685e-01 -8.413485984542770080e-01 -9.086425155923754104e-01
1.800000000000001155e+00 -9.618169527925801710e-01 -8.288481479269753649e-01 -9.120455582285476037e-01
1.850000000000001199e+00 -9.578329678685786330e-01 -8.168422922508726813e-01 -9.149960443453086789e-01
1.900000000000001243e+00 -9.543388539987274211e-01 -8.053328448932761674e-01 -9.175516956732983065e-01
1.950000000000001288e+00 -9.512897588020887696e-01 -7.943179655149315010e-01 -9.197632205975558861e-01
2.000000000000001332e+00 -9.486411121761856302e-01 -7.837926542773522298e-01 -9.216751113538900197e-01
2.050000000000001599e+00 -9.463497373256128942e-01 -7.737492084058419373e-01 -9.233263576622763313e-01
2.100000000000001421e+00 -9.443746811197428759e-01 -7.641776516167952948e-01 -9.247510849825302248e-01
2.150000000000001243e+00 -9.426777856962746949e-01 -7.550661408488426041e-01 -9.259791250428595077e-01
2.200000000000001510e+00 -9.412240336932630180e-01 -7.464013499911595906e-01 -9.270365255759406287e-01
2.250000000000001776e+00 -9.399817052005903228e-01 -7.381688272448942989e-01 -9.279460053955412846e-01
2.300000000000001599e+00 -9.389223859872741773e-01 -7.303533213548845104e-01 -9.287273601615790852e-01
2.350000000000001421e+00 -9.380208647377852316e-01 -7.229390719684004596e-01 -9.293978234882573908e-01
2.400000000000001688e+00 -9.372549530096294657e-01 -7.159100604538073398e-01 -9.299723874886589581e-01
2.450000000000001954e+00 -9.366052564161928551e-01 -7.092502192393466132e-01 -9.304640864267956779e-01
2.500000000000001776e+00 -9.360549199556059685e-01 -7.029435997235268241e-01 -9.308842468471175691e-01
2.550000000000001599e+00 -9.355893650259983207e-01 -6.969745007404486437e-01 -9.312427073409497158e-01
2.600000000000001865e+00 -9.351960308474737138e-01 -6.913275611973759283e-01 -9.315480109538826214e-01
2.650000000000002132e+00 -9.348641289302553892e-01 -6.859878216937019824e-01 -9.318075731049410004e-01
2.700000000000001954e+00 -9.345844159367682202e-01 -6.809407606225879039e-01 -9.320278277531972577e-01
2.750000000000001776e+00 -9.343489877473075689e-01 -6.761723104626483627e-01 -9.322143543942490451e-01
2.800000000000002043e+00 -9.341510956709367930e-01 -6.716688597517268544e-01 -9.323719882912985257e-01
2.850000000000002309e+00 -9.339849844401330037e-01 -6.674172456946888543e-01 -9.325049161446280488e-01
2.900000000000002132e+00 -9.338457507791564360e-01 -6.634047415990401708e-01 -9.326167591846266092e-01
2.950000000000001954e+00 -9.337292208393850323e-01 -6.596190424624386317e-01 -9.327106454467297691e-01
3.000000000000002220e+00 -9.336318445584986803e-01 -6.560482511455903998e-01 -9.327892727608898538e-01
3.050000000000002487e+00 -9.335506049476084423e-01 -6.526808667256653873e-01 -9.328549637720900956e-01
3.100000000000002309e+00 -9.334829403801629955e-01 -6.495057758901844336e-01 -9.329097141095310519e-01
3.150000000000002132e+00 -9.334266781000749580e-01 -6.465122476288103215e-01 -9.329552346442552269e-01
3.200000000000002398e+00 -9.333799773488848928e-01 -6.436899310226290583e-01 -9.329929886210794887e-01
3.250000000000002665e+00 -9.333412807074541462e-01 -6.410288556141580107e-01 -9.330242243207882424e-01
3.300000000000002487e+00 -9.333092724397580309e-01 -6.385194336532475923e-01 -9.330500038015074882e-01
3.350000000000002309e+00 -9.332828428045794045e-01 -6.361524634344022378e-01 -9.330712281817328257e-01
3.400000000000002576e+00 -9.332610574596037489e-01 -6.339191329470478253e-01 -9.330886598585069747e-01
3.450000000000002842e+00 -9.332431312199895856e-01 -6.318110231288238676e-01 -9.331029420001077934e-01
3.500000000000002665e+00 -9.332284055497175324e-01 -6.298201101213455333e-01 -9.331146156096610245e-01
