5.000000000000000000e-01 -6.101297331186561479e-01 -5.217923781278575035e-01 -5.217923781278619444e-01 2.047639362190143419e+00 2.047639362190146084e+00 7.586135469868207082e-01 7.586135469867754111e-01 7.586135469868100500e-01 7.586135469867842929e-01
5.500000000000000444e-01 -9.415474285311073999e-01 -8.470753761070906052e-01 -8.470753761071021515e-01 1.382642528777410895e+00 1.382642528777406898e+00 2.637720394086118247e-01 2.637720394086242592e-01 2.637720394086091602e-01 2.637720394086073838e-01
6.000000000000000888e-01 -1.191865902400198074e+00 -1.091103000133970546e+00 -1.091103000133979428e+00 8.462460437867980190e-01 8.462460437867962426e-01 -1.261900874806078932e-01 -1.261900874806025641e-01 -1.261900874806078932e-01 -1.261900874806096695e-01
6.500000000000001332e-01 -1.382530162767972470e+00 -1.275383312997766083e+00 -1.275383312997769636e+00 4.120073915634057116e-01 4.120073915634057116e-01 -4.352269996454696255e-01 -4.352269996454527501e-01 -4.352269996454536383e-01 -4.352269996454634082e-01
7.000000000000001776e-01 -1.528728496290393757e+00 -1.415143644056754191e+00 -1.415143644056755079e+00 5.887118638220822930e-02 5.887118638220822930e-02 -6.814635616469635337e-01 -6.814635616469848500e-01 -6.814635616469715274e-01 -6.814635616469830737e-01
7.500000000000002220e-01 -1.641349362360621011e+00 -1.521284021331080094e+00 -1.521284021331081870e+00 -2.300844435089559603e-01 -2.300844435089559603e-01 -8.788004924356669356e-01 -8.788004924356829228e-01 -8.788004924356767056e-01 -8.788004924356793701e-01
8.000000000000002665e-01 -1.728280864171310771e+00 -1.601679061450327790e+00 -1.601679061450329566e+00 -4.683653245630474693e-01 -4.683653245630483575e-01 -1.037923603393863470e+00 -1.037923603393875904e+00 -1.037923603393872352e+00 -1.037923603393871463e+00
8.500000000000003109e-01 -1.795308692274178330e+00 -1.662082994550372117e+00 -1.662082994550378334e+00 -6.665935440613242058e-01 -6.665935440613242058e-01 -1.167020951912936422e+00 -1.167020951912939086e+00 -1.167020951912941751e+00 -1.167020951912934645e+00
9.000000000000003553e-01 -1.846740572820959159e+00 -1.706762850347913307e+00 -1.706762850347912419e+00 -8.329961073659930548e-01 -8.329961073659930548e-01 -1.272342039241138423e+00 -1.272342039241143752e+00 -1.272342039241145528e+00 -1.272342039241136646e+00
9.500000000000003997e-01 -1.885837021448339978e+00 -1.738936889765839933e+00 -1.738936889765839044e+00 -9.738735250633916429e-01 -9.738735250633916429e-01 -1.358649874817753567e+00 -1.358649874817750014e+00 -1.358649874817757119e+00 -1.358649874817750014e+00
1.000000000000000444e+00 -1.915106549511806033e+00 -1.761075054136092444e+00 -1.761075054136087115e+00 -1.094028380374262532e+00 -1.094028380374262532e+00 -1.429584480095314358e+00 -1.429584480095326793e+00 -1.429584480095324128e+00 -1.429584480095316135e+00
1.050000000000000488e+00 -1.936508491412591404e+00 -1.775104478024871035e+00 -1.775104478024880805e+00 -1.197131865326810374e+00 -1.197131865326810818e+00 -1.487948319082033066e+00 -1.487948319082047277e+00 -1.487948319082045501e+00 -1.487948319082041948e+00
1.100000000000000533e+00 -1.951594008073849640e+00 -1.782551182601266770e+00 -1.782551182601265882e+00 -1.286018481900640609e+00 -1.286018481900640609e+00 -1.535924210706718807e+00 -1.535924210706718807e+00 -1.535924210706721471e+00 -1.535924210706717918e+00
