5.000000000000000000e-01 -7.071067811865614505e-01 7.071067811865336949e-01
5.500000000000000444e-01 -7.071067811865775488e-01 7.071067811865174857e-01
6.000000000000000888e-01 -7.071067811865717756e-01 7.071067811865232589e-01
6.500000000000001332e-01 -7.071067811865580088e-01 7.071067811865370256e-01
7.000000000000001776e-01 -7.071067811865481278e-01 7.071067811865469066e-01
7.500000000000002220e-01 -7.071067811865522357e-01 7.071067811865429098e-01
8.000000000000002665e-01 -7.071067811865507924e-01 7.071067811865442421e-01
8.500000000000003109e-01 -7.071067811865576758e-01 7.071067811865373587e-01
9.000000000000003553e-01 -7.071067811865454633e-01 7.071067811865495711e-01
9.500000000000003997e-01 -7.071067811865475727e-01 7.071067811865474617e-01
1.000000000000000444e+00 -7.071067811865439090e-01 7.071067811865512365e-01
1.050000000000000488e+00 -7.071067811865655584e-01 7.071067811865294761e-01
1.100000000000000533e+00 -7.071067811865461294e-01 7.071067811865489050e-01
1.150000000000000577e+00 -7.071067811865474617e-01 7.071067811865474617e-01
1.200000000000000622e+00 -7.071067811865511255e-01 7.071067811865439090e-01
1.250000000000000666e+00 -7.071067811865544561e-01 7.071067811865404673e-01
1.300000000000000711e+00 -7.071067811865465735e-01 7.071067811865484609e-01
1.350000000000000755e+00 -7.071067811865512365e-01 7.071067811865439090e-01
1.400000000000000799e+00 -7.071067811865456854e-01 7.071067811865492381e-01
1.450000000000000844e+00 -7.071067811865477948e-01 7.071067811865473507e-01
1.500000000000000888e+00 -7.071067811865499042e-01 7.071067811865452413e-01
1.550000000000000933e+00 -7.071067811865446862e-01 7.071067811865504593e-01
1.600000000000000977e+00 -7.071067811865485719e-01 7.071067811865463515e-01
1.650000000000001021e+00 -7.071067811865449082e-01 7.071067811865500152e-01
1.700000000000001066e+00 -7.071067811865426878e-01 7.071067811865523467e-01
1.750000000000001110e+00 -7.071067811865398012e-01 7.071067811865551223e-01
1.800000000000001155e+00 -7.071067811865466846e-01 7.071067811865483499e-01
1.850000000000001199e+00 -7.071067811865446862e-01 7.071067811865503483e-01
1.900000000000001243e+00 -7.071067811865451302e-01 7.071067811865499042e-01
1.950000000000001288e+00 -7.071067811865520136e-01 7.071067811865430208e-01
2.000000000000001332e+00 -7.071067811865444641e-01 7.071067811865505703e-01
2.050000000000001599e+00 -7.071067811865453523e-01 7.071067811865497932e-01
2.100000000000001421e+00 -7.071067811865474617e-01 7.071067811865474617e-01
2.150000000000001243e+00 -7.071067811865480168e-01 7.071067811865470176e-01
2.200000000000001510e+00 -7.071067811865445751e-01 7.071067811865504593e-01
2.250000000000001776e+00 -7.071067811865464625e-01 7.071067811865485719e-01
2.300000000000001599e+00 -7.071067811865481278e-01 7.071067811865469066e-01
2.350000000000001421e+00 -7.071067811865475727e-01 7.071067811865473507e-01
2.400000000000001688e+00 -7.071067811865495711e-01 7.071067811865454633e-01
2.450000000000001954e+00 -7.071067811865459074e-01 7.071067811865491270e-01
2.500000000000001776e+00 -7.071067811865483499e-01 7.071067811865467956e-01
2.550000000000001599e+00 -7.071067811865442421e-01 7.071067811865507924e-01
2.600000000000001865e+00 -7.071067811865513475e-01 7.071067811865435759e-01
2.650000000000002132e+00 -7.071067811865465735e-01 7.071067811865484609e-01
2.700000000000001954e+00 -7.071067811865466846e-01 7.071067811865484609e-01
2.750000000000001776e+00 -7.071067811865481278e-01 7.071067811865469066e-01
2.800000000000002043e+00 -7.071067811865470176e-01 7.071067811865480168e-01
2.850000000000002309e+00 -7.071067811865474617e-01 7.071067811865474617e-01
2.900000000000002132e+00 -7.071067811865477948e-01 7.071067811865472397e-01
2.950000000000001954e+00 -7.071067811865471286e-01 7.071067811865479058e-01
3.000000000000002220e+00 -7.071067811865494601e-01 7.071067811865454633e-01
3.050000000000002487e+00 -7.071067811865485719e-01 7.071067811865463515e-01
3.100000000000002309e+00 -7.071067811865455743e-01 7.071067811865494601e-01
3.150000000000002132e+00 -7.071067811865469066e-01 7.071067811865480168e-01
3.200000000000002398e+00 -7.071067811865496822e-01 7.071067811865453523e-01
3.250000000000002665e+00 -7.071067811865476838e-01 7.071067811865473507e-01
3.300000000000002487e+00 -7.071067811865485719e-01 7.071067811865463515e-01
3.350000000000002309e+00 -7.071067811865474617e-01 7.071067811865475727e-01
3.400000000000002576e+00 -7.071067811865460184e-01 7.071067811865490160e-01
3.450000000000002842e+00 -7.071067811865461294e-01 7.071067811865487940e-01
3.500000000000002665e+00 -7.071067811865446862e-01 7.071067811865504593e-01
